CONCURSO,ID,F1,F2,F3,F4,F5,F6,F7,BOLSA,FECHA,PRIMOS,REPETIDOS,MEDIA
934,2361430,8,9,11,16,21,32,31,17400000,2019-05-11,1,1,16.2
933,679740,2,6,11,26,37,38,21,16000000,2019-05-07,3,1,20.0
932,2899992,12,13,26,29,35,39,15,14600000,2019-05-04,2,2,25.7
931,2593037,9,13,16,19,30,39,12,13300000,2019-04-30,2,0,21.0
930,728444,2,7,17,22,32,36,27,12000000,2019-04-27,3,1,19.3
929,2700700,10,12,18,28,32,37,19,10500000,2019-04-23,1,2,22.8
928,2587207,9,12,26,28,31,36,20,9300000,2019-04-20,1,0,23.7
927,1503191,4,10,13,14,16,25,6,8300000,2019-04-16,1,2,13.7
926,1520582,4,10,30,37,38,39,35,7200000,2019-04-13,1,2,26.3
925,560497,2,3,28,33,38,39,5,6000000,2019-04-09,2,0,23.8
924,1327704,4,5,8,15,34,35,32,5300000,2019-04-06,1,0,16.8
923,353930,1,9,19,23,25,29,30,5200000,2019-04-02,3,1,17.7
922,2818165,11,13,23,30,31,33,37,5100000,2019-03-30,4,0,23.5
921,8047,1,2,4,6,20,28,18,5000000,2019-03-26,1,2,10.2
920,700822,2,7,8,9,24,28,22,5100000,2019-03-23,2,1,13.0
919,2597985,9,13,19,27,33,36,7,5000000,2019-03-19,2,0,22.8
918,627747,2,5,8,25,35,38,39,46500000,2019-03-16,2,0,18.8
917,1384717,4,6,13,14,21,32,22,44700000,2019-03-12,1,2,15.0
916,239502,1,6,10,18,32,37,27,42700000,2019-03-09,1,0,17.3
915,2626810,9,16,17,20,24,39,13,41000000,2019-03-05,1,0,20.8
914,2163666,7,8,11,14,26,38,18,39000000,2019-03-02,2,1,17.3
913,1640265,5,6,7,9,25,32,27,37600000,2019-02-26,2,1,14.0
912,2174007,7,8,15,16,24,28,18,36000000,2019-02-23,1,0,16.3
911,1985179,6,9,10,11,13,21,15,34300000,2019-02-19,2,2,11.7
910,2772545,10,20,21,25,35,39,3,32600000,2019-02-16,0,1,25.0
909,1658874,5,6,11,20,28,29,17,31000000,2019-02-12,3,2,16.5
908,841060,2,12,13,20,23,29,10,29400000,2019-02-09,4,1,16.5
907,2375452,8,9,17,20,25,30,37,27800000,2019-02-05,1,3,18.2
906,2161449,7,8,10,19,20,30,29,26000000,2019-02-02,2,1,15.7
905,920301,2,19,23,28,29,35,12,24600000,2019-01-29,4,2,22.7
904,639632,2,5,12,14,25,29,30,23000000,2019-01-26,3,1,14.5
903,2531660,9,10,12,21,27,38,26,21600000,2019-01-22,0,1,19.5
902,1317830,4,5,6,14,21,35,32,20000000,2019-01-19,1,1,14.2
901,2553189,9,11,13,14,23,30,6,18700000,2019-01-15,3,0,16.7
900,3166427,17,18,25,27,34,36,1,17300000,2019-01-12,1,2,26.2
899,2504276,8,18,24,26,27,39,35,16000000,2019-01-08,0,3,23.7
898,3148321,16,20,24,26,27,29,1,14500000,2019-01-05,1,0,23.7
897,1315485,4,5,6,8,14,32,38,13000000,2019-01-01,1,1,11.5
896,2753477,10,16,28,29,32,33,36,11700000,2018-12-29,1,0,24.7
895,1982268,6,8,22,24,30,34,5,10900000,2018-12-25,0,2,20.7
894,562055,2,4,5,8,15,34,13,9600000,2018-12-22,2,0,11.3
893,494482,1,22,25,27,29,33,23,8800000,2018-12-18,1,1,22.8
892,1593241,4,15,21,23,25,32,26,7600000,2018-12-15,1,1,20.0
891,764147,2,8,21,22,30,34,9,6400000,2018-12-11,1,2,19.5
890,770355,2,9,10,19,26,30,14,5400000,2018-12-08,2,1,16.0
889,1994618,6,9,12,25,33,37,26,5300000,2018-12-04,1,0,20.3
888,2337702,7,19,21,28,38,39,6,5200000,2018-12-01,2,1,25.3
887,2478950,8,15,19,32,35,37,17,5100000,2018-11-27,2,1,24.3
886,2704879,10,12,23,28,35,36,19,5000000,2018-11-24,1,0,24.0
885,317146,1,8,14,15,18,38,31,5000000,2018-11-20,0,2,15.7
884,113527,1,3,15,22,24,27,16,5300000,2018-11-17,1,3,15.3
883,1237927,3,13,15,24,30,32,16,5200000,2018-11-13,2,1,19.5
882,338196,1,9,11,22,26,32,6,5100000,2018-11-10,1,1,16.8
881,3090562,15,16,21,22,27,29,19,5000000,2018-11-06,1,0,21.7
880,1901198,5,19,25,34,35,39,31,5200000,2018-11-03,2,2,26.2
879,3119239,15,21,29,34,38,39,32,5100000,2018-10-30,1,1,29.3
878,2823773,11,14,16,29,36,37,25,5000000,2018-10-27,3,2,23.8
877,2978860,13,14,28,31,33,37,6,11200000,2018-10-23,3,2,26.0
876,3204161,18,24,25,28,31,38,9,10000000,2018-10-20,1,0,27.3
875,2487920,8,16,20,21,26,36,6,8900000,2018-10-16,0,1,21.2
874,3114886,15,20,24,29,31,39,4,7700000,2018-10-13,2,0,26.3
873,2597914,9,13,19,26,32,37,6,6600000,2018-10-09,3,2,22.7
872,314587,1,8,13,14,19,35,38,5400000,2018-10-06,2,0,15.0
871,1087935,3,7,10,17,18,20,8,5300000,2018-10-02,3,1,12.5
870,2732768,10,14,24,26,29,30,32,5200000,2018-09-29,1,2,22.2
869,2281465,7,13,16,26,29,39,14,5100000,2018-09-25,3,1,21.7
868,1997613,6,9,14,15,16,30,7,5000000,2018-09-22,0,2,15.0
867,233764,1,6,9,11,21,31,5,15900000,2018-09-18,2,0,13.2
866,1244049,3,13,19,29,30,38,18,14500000,2018-09-15,4,1,22.0
865,2015819,6,10,11,35,37,38,14,13300000,2018-09-11,2,1,22.8
864,953843,3,4,7,25,31,35,11,12000000,2018-09-08,3,1,17.5
863,1584923,4,14,24,32,34,39,10,10800000,2018-09-04,0,1,24.5
862,870793,2,13,25,27,29,39,15,9600000,2018-09-01,3,2,22.5
861,571397,2,4,6,21,27,31,25,8500000,2018-08-28,2,1,15.2
860,282619,1,7,12,25,31,34,13,7500000,2018-08-25,2,1,18.3
859,2614037,9,14,24,26,31,37,13,6400000,2018-08-21,2,3,23.5
858,2211191,7,9,22,26,27,37,35,5400000,2018-08-18,2,0,21.3
857,2826094,11,14,18,23,24,30,27,5300000,2018-08-14,2,1,20.0
856,2144328,6,21,23,26,29,31,3,5200000,2018-08-11,3,0,22.7
855,811921,2,10,18,19,30,37,31,5100000,2018-08-07,3,1,19.3
854,2434213,8,12,15,22,25,37,17,5000000,2018-08-04,1,2,19.8
853,1262046,3,15,16,18,25,34,1,5200000,2018-07-31,1,0,18.5
852,1987136,6,9,10,17,23,37,14,5100000,2018-07-28,3,1,17.0
851,650159,2,5,16,23,35,36,29,5000000,2018-07-24,3,0,19.5
850,1923361,6,7,9,13,14,26,12,22300000,2018-07-21,2,1,12.5
849,137983,1,4,7,11,25,39,24,20900000,2018-07-17,2,1,14.5
848,824682,2,11,14,15,19,26,9,19500000,2018-07-14,3,2,14.5
847,916700,2,18,26,31,33,35,5,18300000,2018-07-10,2,4,24.2
846,936149,2,26,28,31,33,37,21,17000000,2018-07-07,3,1,26.2
845,504925,2,3,4,11,15,29,19,15700000,2018-07-03,4,1,10.7
844,336639,1,9,11,14,32,38,24,14300000,2018-06-30,1,0,17.5
843,3099503,15,17,23,25,35,39,3,13000000,2018-06-26,2,1,25.7
842,540942,2,3,12,14,28,39,17,12000000,2018-06-23,2,0,16.3
841,325283,1,8,18,22,26,34,29,10800000,2018-06-19,0,1,18.2
840,2516303,8,21,24,30,32,38,28,9500000,2018-06-16,0,0,25.5
839,2049789,6,11,18,20,31,35,26,8500000,2018-06-12,2,1,20.2
838,1659939,5,6,12,13,15,21,38,7400000,2018-06-09,2,0,12.0
837,1600824,4,16,19,29,32,35,11,6200000,2018-06-05,2,2,22.5
836,1128768,3,8,13,19,28,32,27,5400000,2018-06-02,3,2,17.2
835,1222891,3,12,15,23,32,36,8,5300000,2018-05-29,2,1,20.2
834,2258944,7,12,13,16,30,39,22,5200000,2018-05-26,2,2,19.5
833,1171237,3,9,25,30,36,39,19,5100000,2018-05-22,1,1,23.7
832,1543104,4,12,13,23,24,25,29,5000000,2018-05-19,2,0,16.8
831,1932957,6,7,11,27,32,33,34,34700000,2018-05-15,2,1,19.3
830,3140346,16,18,26,27,29,38,6,33000000,2018-05-12,1,2,25.7
829,832359,2,11,18,19,27,30,23,31500000,2018-05-08,3,0,17.8
828,182256,1,5,6,24,28,39,16,29800000,2018-05-05,1,2,17.2
827,441966,1,14,18,21,29,39,5,28500000,2018-05-01,1,0,20.3
826,1093883,3,7,12,16,17,19,20,27000000,2018-04-28,4,2,12.3
825,1152595,3,9,12,15,21,36,33,25700000,2018-04-24,1,2,16.0
824,1275137,3,16,18,31,36,38,37,24300000,2018-04-21,2,2,23.7
823,2632411,9,16,22,25,30,31,33,22900000,2018-04-17,1,2,22.2
822,584524,2,4,9,19,22,37,26,21400000,2018-04-14,3,1,15.5
821,767560,2,8,28,32,36,39,5,20200000,2018-04-10,1,2,24.2
820,527431,2,3,8,16,20,30,31,18600000,2018-04-07,2,1,13.2
819,2051606,6,11,19,26,30,37,22,17400000,2018-04-03,3,0,21.5
818,1034570,3,5,23,28,33,34,2,16300000,2018-03-31,3,0,21.0
817,678625,2,6,11,18,27,32,5,15200000,2018-03-27,2,0,16.0
816,3078000,14,22,25,26,29,36,3,14000000,2018-03-24,1,2,25.3
815,408212,1,12,14,26,28,30,32,12800000,2018-03-20,0,0,18.5
814,1239694,3,13,16,24,29,37,26,11600000,2018-03-17,4,2,20.3
813,102516,1,3,11,16,20,22,29,10500000,2018-03-13,2,2,12.2
812,1307438,3,22,25,28,30,36,10,9500000,2018-03-10,1,1,24.0
811,1701065,5,7,13,26,30,33,31,8500000,2018-03-06,3,0,19.0
810,2760925,10,17,28,34,36,38,26,7100000,2018-03-03,1,2,27.2
809,1241511,3,13,17,27,36,37,29,6000000,2018-02-27,4,1,22.2
808,2428520,8,12,13,15,24,26,16,5400000,2018-02-24,1,2,16.3
807,2965094,12,26,29,33,37,38,5,5300000,2018-02-20,2,1,29.2
806,1495217,4,9,24,25,34,38,39,5200000,2018-02-17,0,2,22.3
805,2369975,8,9,14,19,27,34,39,5100000,2018-02-13,1,1,18.5
804,1900185,5,19,23,28,29,39,35,5000000,2018-02-10,4,2,23.8
803,656245,2,5,21,27,28,36,31,5200000,2018-02-06,2,2,19.8
802,581709,2,4,8,33,34,36,26,5100000,2018-02-03,1,0,19.5
801,2694918,10,12,15,19,20,21,29,5000000,2018-01-30,1,1,16.2
800,2168322,7,8,12,23,26,29,3,9500000,2018-01-27,3,2,17.5
799,2943927,12,18,23,24,28,32,15,8500000,2018-01-23,1,0,22.8
798,2604794,9,14,15,26,34,37,23,7500000,2018-01-20,1,1,22.5
797,2481615,8,15,23,25,30,36,33,6500000,2018-01-16,1,1,22.8
796,2811025,11,13,16,27,36,39,29,5400000,2018-01-13,2,2,23.7
795,804126,2,10,13,35,36,38,17,5300000,2018-01-09,2,0,22.3
794,1860389,5,14,20,26,30,37,24,5200000,2018-01-06,2,1,22.0
793,666538,2,6,8,14,19,29,5,5100000,2018-01-02,3,1,13.0
792,1680741,5,7,8,9,27,28,16,5000000,2017-12-30,2,1,14.0
791,1140647,3,8,20,25,31,34,22,35000000,2017-12-26,2,1,20.2
790,939928,3,4,5,10,17,29,25,33000000,2017-12-23,4,0,11.3
789,661181,2,6,7,11,26,31,18,31700000,2017-12-19,4,3,13.8
788,689391,2,6,15,24,31,36,37,30000000,2017-12-16,2,0,19.0
787,1830973,5,12,18,33,34,38,11,28600000,2017-12-12,1,0,23.3
786,2536351,9,10,14,20,23,36,5,27000000,2017-12-09,1,1,18.7
785,127775,1,4,5,12,17,36,26,25500000,2017-12-05,2,1,12.5
784,2922268,12,15,23,33,37,39,6,24000000,2017-12-02,2,0,26.5
783,1518068,4,10,22,27,30,35,19,23000000,2017-11-28,0,1,21.3
782,1675709,5,6,20,22,24,26,3,21500000,2017-11-25,1,1,17.2
781,274376,1,7,10,14,22,36,17,20500000,2017-11-21,1,0,15.0
780,1267968,3,15,20,24,31,39,10,19000000,2017-11-18,2,1,22.0
779,2761572,10,18,19,21,32,39,35,18000000,2017-11-14,1,3,23.2
778,2746708,10,16,18,19,23,38,8,16500000,2017-11-11,2,1,20.7
777,2288350,7,13,23,24,32,34,12,15500000,2017-11-07,3,1,22.2
776,2319602,7,16,21,29,38,39,12,14500000,2017-11-04,2,0,25.0
775,1533269,4,11,17,23,30,36,31,13500000,2017-10-31,3,0,20.2
774,543853,2,3,13,15,33,34,19,12000000,2017-10-28,3,2,16.7
773,2676915,10,11,15,16,34,38,8,11000000,2017-10-24,1,1,20.7
772,1621812,4,19,23,26,30,34,17,10000000,2017-10-21,2,2,22.7
771,1830365,5,12,18,23,26,38,3,9000000,2017-10-17,2,2,20.3
770,2271373,7,12,20,25,26,29,3,8000000,2017-10-14,2,0,19.8
769,147349,1,4,9,14,16,36,3,7000000,2017-10-10,0,1,13.3
768,3154722,16,22,26,32,33,38,31,6000000,2017-10-07,0,0,27.8
767,1996622,6,9,13,20,35,37,32,5500000,2017-10-03,2,1,20.0
766,2143750,6,21,22,26,27,34,30,5400000,2017-09-30,0,1,22.7
765,2602172,9,13,26,28,33,38,7,5300000,2017-09-26,1,1,24.5
764,3112857,15,20,21,24,32,33,14,5200000,2017-09-23,0,2,24.2
763,2956772,12,21,25,27,29,32,38,5100000,2017-09-19,1,1,24.3
762,1422480,4,7,13,23,25,33,21,5000000,2017-09-16,3,2,17.5
761,866848,2,13,19,25,37,38,15,5000000,2017-09-12,4,0,22.3
760,139196,1,4,7,15,23,29,20,13000000,2017-09-09,3,1,13.2
759,301310,1,8,9,11,30,35,34,12000000,2017-09-05,1,1,15.7
758,1961026,6,8,10,25,36,39,11,10500000,2017-09-02,0,3,20.7
757,1184117,3,10,15,18,36,39,38,9500000,2017-08-29,1,0,20.2
756,433700,1,13,22,31,32,34,10,8500000,2017-08-26,2,0,22.2
755,1756462,5,9,12,19,28,33,29,7500000,2017-08-22,2,1,17.7
754,1374827,4,6,10,11,16,19,32,6500000,2017-08-19,2,1,11.0
753,621641,2,5,7,16,18,38,33,5500000,2017-08-15,3,1,14.3
752,1910676,5,22,26,29,33,34,13,5400000,2017-08-12,2,3,24.8
751,3122704,15,23,26,27,33,34,14,5300000,2017-08-08,1,0,26.3
750,3050469,14,16,24,32,36,37,2,5200000,2017-08-05,1,0,26.5
749,1991798,6,9,11,27,28,38,8,5100000,2017-08-01,1,1,19.8
748,519991,2,3,7,8,11,16,30,5000000,2017-07-29,4,2,7.8
747,1448392,4,8,11,22,36,37,10,5000000,2017-07-25,2,2,19.7
746,2565486,9,11,19,27,33,37,7,11500000,2017-07-22,3,0,22.7
745,3039592,14,15,21,25,36,39,34,10500000,2017-07-18,0,0,25.0
744,573194,2,4,7,10,11,18,20,9500000,2017-07-15,3,0,8.7
743,2952917,12,20,23,27,31,39,25,8500000,2017-07-11,2,1,25.3
742,661674,2,6,7,13,16,23,26,7500000,2017-07-08,4,1,11.2
741,765451,2,8,22,30,34,36,39,6500000,2017-07-04,1,0,22.0
740,1238190,3,13,15,27,33,39,16,5500000,2017-07-01,2,0,21.7
739,3173849,17,20,22,29,31,34,15,5400000,2017-06-27,3,0,25.5
738,721910,2,7,14,16,23,27,35,5300000,2017-06-24,3,1,14.8
737,2488611,8,16,20,28,30,34,39,5200000,2017-06-20,0,0,22.7
736,590339,2,4,11,14,25,37,31,5100000,2017-06-17,3,1,15.5
735,1880903,5,16,21,30,32,37,13,5000000,2017-06-13,2,1,23.5
734,545567,2,3,13,26,30,31,34,5200000,2017-06-10,4,3,17.5
733,616000,2,5,6,13,28,31,27,5100000,2017-06-06,4,1,14.2
732,1505195,4,10,13,23,36,39,7,5000000,2017-06-03,2,1,20.8
731,264152,1,6,28,29,36,38,2,23500000,2017-05-30,1,3,23.0
730,474331,1,17,25,27,28,38,3,22500000,2017-05-27,1,1,22.7
729,2607033,9,14,17,18,30,35,19,21500000,2017-05-23,1,1,20.5
728,2374856,8,9,16,29,36,37,19,20000000,2017-05-20,2,0,22.5
727,158915,1,4,12,21,31,38,20,18500000,2017-05-16,1,1,17.8
726,2850847,11,16,24,33,37,38,4,17500000,2017-05-13,2,1,26.5
725,831215,2,11,17,20,28,34,31,16500000,2017-05-09,3,2,18.7
724,2850820,11,16,24,32,34,35,38,15000000,2017-05-06,1,1,25.3
723,835240,2,11,20,25,26,38,22,14000000,2017-05-02,2,1,20.3
722,2593103,9,13,16,20,22,34,31,13000000,2017-04-29,1,1,19.0
721,2497379,8,17,22,27,31,38,3,12000000,2017-04-25,2,1,23.8
720,649233,2,5,16,18,21,27,35,11000000,2017-04-22,2,0,14.8
719,2313465,7,15,28,29,34,37,20,10000000,2017-04-18,3,0,25.0
718,582669,2,4,9,12,19,21,32,9000000,2017-04-15,2,0,11.2
717,3247394,22,25,26,29,33,38,5,8000000,2017-04-11,1,1,28.8
716,458340,1,15,25,30,34,36,9,7000000,2017-04-08,0,2,23.5
715,827399,2,11,15,18,19,25,12,6000000,2017-04-04,3,1,15.0
714,3099328,15,17,23,24,26,27,2,5500000,2017-04-01,2,1,22.0
713,679548,2,6,11,24,32,35,22,5400000,2017-03-28,2,3,18.3
712,236812,1,6,9,25,32,35,4,5300000,2017-03-25,0,1,18.0
711,2075177,6,13,14,18,24,26,5,5200000,2017-03-21,1,0,16.8
710,2497952,8,17,23,27,33,38,1,5100000,2017-03-18,2,1,24.3
709,3073917,14,21,22,23,25,32,17,5000000,2017-03-14,1,2,22.8
708,1886631,5,17,20,21,28,32,3,30500000,2017-03-11,2,1,20.5
707,2644773,9,18,21,23,24,38,31,29000000,2017-03-07,1,1,22.2
706,1638131,4,26,32,34,38,39,7,27500000,2017-03-04,0,2,28.8
705,703205,2,7,8,16,32,38,21,26500000,2017-02-28,2,0,17.2
704,2085120,6,13,20,27,28,35,15,25000000,2017-02-25,1,1,21.5
703,302021,1,8,9,13,36,37,22,24000000,2017-02-21,2,1,17.3
702,749569,2,8,12,22,23,30,11,23000000,2017-02-18,2,0,16.2
701,2881938,11,24,26,27,35,38,23,21500000,2017-02-14,1,0,26.8
700,626689,2,5,8,18,25,31,22,20500000,2017-02-11,3,1,14.8
699,1676164,5,6,20,26,28,37,35,19500000,2017-02-07,2,2,20.3
698,1771307,5,9,20,33,34,39,18,18000000,2017-02-04,1,1,23.3
697,969723,3,4,11,36,38,39,5,17000000,2017-01-31,2,2,21.8
696,1358159,4,5,22,23,24,36,30,16000000,2017-01-28,2,0,19.0
695,2078451,6,13,15,28,31,34,17,15000000,2017-01-24,2,1,21.2
694,2416462,8,11,15,20,36,37,31,14000000,2017-01-21,2,1,21.2
693,3138560,16,18,22,25,32,37,30,12500000,2017-01-17,1,1,25.0
692,1271384,3,15,26,27,35,37,30,11500000,2017-01-14,2,0,23.8
691,22473,1,2,6,13,29,32,36,10500000,2017-01-10,3,0,13.8
690,3128756,16,17,18,23,30,34,4,9500000,2017-01-07,2,2,23.0
689,2862952,11,18,22,28,30,38,9,8500000,2017-01-03,1,1,24.5
688,97878,1,3,10,11,29,39,26,7500000,2016-12-31,3,0,15.5
687,3237063,21,22,26,30,35,36,16,6000000,2016-12-27,0,1,28.3
686,817635,2,10,24,30,38,39,7,5500000,2016-12-24,1,1,23.8
685,2348449,7,22,24,25,28,29,2,5400000,2016-12-20,2,1,22.5
684,688763,2,6,15,20,22,30,23,5300000,2016-12-17,1,1,15.8
683,2440655,8,12,19,30,31,39,25,5200000,2016-12-13,2,1,23.2
682,2282713,7,13,17,23,28,31,30,5100000,2016-12-10,5,1,19.8
681,2481465,8,15,23,24,25,32,34,5000000,2016-12-06,1,0,21.2
680,286357,1,7,14,17,33,35,34,17500000,2016-12-03,2,1,17.8
679,1372942,4,6,9,16,35,36,38,16000000,2016-11-29,0,0,17.7
678,405976,1,12,13,26,38,39,20,15000000,2016-11-26,1,2,21.5
677,133193,1,4,6,12,16,20,37,14000000,2016-11-22,0,1,9.8
676,273309,1,7,10,11,18,19,28,13000000,2016-11-19,3,1,11.0
675,425229,1,13,15,26,32,39,10,12000000,2016-11-15,1,1,21.0
674,2351988,7,23,31,35,37,39,20,11000000,2016-11-12,4,0,28.7
673,3204895,18,24,28,29,34,38,14,10000000,2016-11-08,1,1,28.5
672,385412,1,11,12,22,33,34,27,9000000,2016-11-05,1,1,18.8
671,2219885,7,10,12,27,32,39,15,8000000,2016-11-01,1,1,21.2
670,2544371,9,10,19,21,28,33,3,7000000,2016-10-29,1,0,20.0
669,1809574,5,11,16,20,30,34,27,6000000,2016-10-25,2,0,19.3
668,912296,2,18,19,26,28,31,15,5500000,2016-10-22,3,1,20.7
667,1458025,4,8,15,21,26,32,37,5400000,2016-10-18,0,0,17.7
666,3001812,13,17,20,25,35,38,10,5300000,2016-10-15,2,1,24.7
665,1398690,4,6,21,25,34,36,9,5200000,2016-10-11,0,2,21.0
664,1322781,4,5,7,14,21,26,8,5100000,2016-10-08,2,1,12.8
663,2506520,8,19,20,25,26,39,36,5000000,2016-10-04,1,1,22.8
662,1122459,3,8,11,16,18,34,15,5400000,2016-10-01,2,1,15.0
661,2890839,12,13,16,20,21,22,33,5300000,2016-09-27,1,0,17.3
660,1463126,4,8,18,25,27,28,14,5200000,2016-09-24,0,1,18.3
659,2085971,6,13,21,27,32,36,29,5100000,2016-09-20,1,2,22.5
658,1576079,4,14,16,18,27,36,30,5000000,2016-09-17,0,0,19.2
657,2250769,7,11,17,31,34,38,5,20000000,2016-09-13,4,1,23.0
656,1643090,5,6,7,18,36,39,14,18500000,2016-09-10,2,2,18.5
655,2308792,7,15,19,26,36,38,14,17500000,2016-09-06,2,1,23.5
654,932806,2,23,27,28,36,37,5,16000000,2016-09-03,3,2,25.5
653,2851290,11,16,26,27,35,36,8,15000000,2016-08-30,1,0,25.2
652,1088107,3,7,10,17,28,37,22,14000000,2016-08-27,4,1,17.0
651,1310593,3,24,25,27,34,35,22,13000000,2016-08-23,1,1,24.7
650,153153,1,4,10,25,30,33,8,12000000,2016-08-20,0,0,17.2
649,2989599,13,15,29,31,32,36,23,11000000,2016-08-16,3,1,26.0
648,1555571,4,12,21,30,33,36,10,10000000,2016-08-13,0,1,22.7
647,382336,1,10,26,29,33,38,20,9000000,2016-08-09,1,1,22.8
646,2690524,10,12,13,18,27,36,8,8000000,2016-08-06,1,0,19.3
645,451963,1,15,17,29,30,35,20,7000000,2016-08-02,2,0,21.2
644,637264,2,5,11,16,27,32,10,6000000,2016-07-30,3,2,15.5
643,2823733,11,14,16,28,38,39,37,5500000,2016-07-26,1,0,24.3
642,3008910,13,18,21,31,33,36,25,5400000,2016-07-23,2,0,25.3
641,2881618,11,24,25,27,30,34,36,5300000,2016-07-19,1,0,25.2
640,1578250,4,14,17,22,26,29,30,5200000,2016-07-16,2,0,18.7
639,1932983,6,7,11,27,37,39,12,5100000,2016-07-12,3,1,21.2
638,687005,2,6,14,21,31,35,32,5000000,2016-07-09,2,0,18.2
637,958397,3,4,8,26,29,33,2,26000000,2016-07-05,2,2,17.2
636,265305,1,7,8,10,22,33,28,24500000,2016-07-02,1,1,13.5
635,1724791,5,8,11,14,17,28,26,23500000,2016-06-28,3,0,13.8
634,2742464,10,15,22,27,31,32,17,22000000,2016-06-25,1,1,22.8
633,1127223,3,8,12,29,32,33,5,21000000,2016-06-21,2,3,19.5
632,987312,3,4,22,24,29,32,23,20000000,2016-06-18,2,0,19.0
631,621393,2,5,7,15,19,23,28,19000000,2016-06-14,5,0,11.8
630,2366424,8,9,13,14,21,30,29,18000000,2016-06-11,1,1,15.8
629,2179267,7,8,18,19,23,31,2,17000000,2016-06-07,4,1,17.7
628,1587155,4,15,16,21,23,26,6,15900000,2016-06-04,1,1,17.5
627,2997213,13,16,24,28,37,39,5,15000000,2016-05-31,2,0,26.2
626,580699,2,4,8,20,27,31,30,14000000,2016-05-28,2,1,15.3
625,1761048,5,9,14,18,20,25,1,13000000,2016-05-24,1,0,15.2
